customer_id,customer_name,gender,birth_year,registration_date,email,phone,country,city,zip_code,registration_channel,loyalty_tier,preferred_category,avg_order_value_segment,last_login_date,total_orders,total_spent,last_order_date,age
35,User 35,Female,,2023-06-02,user35@example.com,17105413.0,Other,Sydney,,Web,Platinum,Electronics,low,2024-12-21,9.0,6811.18,2024-12-21,
36,用户36,Unknown,1993.0,2023-06-10,user36@example.com,16732495.0,Australia,Sydney,,,Platinum,Clothing,high,2025-12-31,7.0,6435.41,2025-12-31,32.0
37,用户37,Unknown,1981.0,2023-02-10,user37@example.com,18098554.0,USA,Los Angeles,,Web,Bronze,Clothing,High,2024-12-15,13.0,6987.32,2024-12-15,44.0
38,User 38,Unknown,1986.0,2020-08-07,user38@example.com,19985737.0,USA,London,,Social Media,Platinum,Books,Low,2024-10-28,13.0,5902.57,2024-10-28,39.0
39,用户39,Male,2001.0,2023-11-27,user39@example.com,15247528.0,UK,New York,,Social Media,Bronze,Books,medium,2024-07-23,9.0,5013.87,2024-07-23,24.0
40,用户40,Female,1971.0,2021-12-30,user40@example.com,13522707.0,Other,London,,mobile,Bronze,,Medium,2024-12-12,11.0,5015.63,2024-12-12,54.0
41,User_41,Unknown,2001.0,2020-07-21,user41@example.com,15465931.0,USA,London,0.0,,Platinum,Clothing,Low,2024-10-26,8.0,6294.9,2024-10-26,24.0
42,用户42,Unknown,1993.0,2022-09-08,user42@example.com,19091197.0,Other,NY,,Web,Bronze,Home,Medium,2024-12-12,10.0,6193.4,2024-12-12,32.0
43,User_43,Female,1985.0,2023-09-11,user43@example.com,19085282.0,Australia,New York City,0.0,Mobile App,Platinum,,Low,2024-07-24,10.0,8495.380000000001,2024-07-24,40.0
44,User_44,Male,1998.0,2022-08-12,user44@example.com,19593811.0,Other,Los Angeles,82082.0,web,Bronze,Home,medium,2024-12-24,7.0,4967.18,2024-12-24,27.0
45,User 45,Female,1995.0,2023-03-17,user45@example.com,18109338.0,USA,Los Angeles,12911.0,,Bronze,Home,medium,2024-12-14,9.0,6702.030000000001,2024-12-14,30.0
46,User_46,Unknown,1976.0,2021-07-04,user46@example.com,17883976.0,Other,LA,,mobile,Gold,Books,Medium,2024-10-01,7.0,6194.65,2024-10-01,49.0
47,User-47,Unknown,1970.0,2023-08-14,user47@example.com,17726534.0,Canada,纽约,40306.0,Social Media,Platinum,Clothing,,2024-11-28,15.0,9875.1,2024-11-28,55.0
48,User 48,Unknown,1976.0,2022-10-13,user48@example.com,14439815.0,Canada,Los Angeles,,Social Media,Bronze,Sports,Low,2024-10-03,10.0,9745.0,2024-10-03,49.0
49,用户49,Female,1971.0,2022-11-26,user49@example.com,16035548.0,UK,New York,39855.0,Social Media,Platinum,Books,high,2024-11-13,8.0,6722.75,2024-11-13,54.0
50,User-50,Unknown,1978.0,2022-03-26,user50@example.com,15324170.0,Canada,LON,,Social Media,Bronze,Clothing,Low,2024-11-06,7.0,5532.76,2024-11-06,47.0
51,用户51,Male,1972.0,2020-02-23,user51@example.com,17037295.0,Other,SYD,,Web,Platinum,Home,Medium,2024-12-23,15.0,12541.52,2024-12-23,53.0
52,User-52,Male,1993.0,2023-12-14,user52@example.com,19272648.0,Other,LON,63351.0,,Bronze,Sports,High,2024-08-24,7.0,3640.91,2024-08-24,32.0
53,User_53,Unknown,1989.0,2020-04-08,user53@example.com,15533557.0,Other,LON,12200.0,web,Bronze,Clothing,Medium,2024-09-29,11.0,8065.09,2024-09-29,36.0
54,User 54,Unknown,1998.0,2023-04-01,user54@example.com,16373869.0,Other,London,,Referral,Bronze,Sports,low,2024-02-21,7.0,6901.01,2024-02-21,27.0
55,User-55,Female,2002.0,2021-02-01,user55@example.com,18797944.0,USA,New York City,0.0,Mobile App,Silver,Clothing,Low,2024-11-22,11.0,322407.19,2024-11-22,23.0
56,用户56,Unknown,1989.0,2023-11-16,user56@example.com,18037015.0,USA,纽约,,,Platinum,Books,Low,2024-07-30,7.0,8877.33,2024-07-30,36.0
57,User-57,Female,1972.0,2022-11-22,user57@example.com,17005735.0,Australia,SYD,,Referral,Silver,Books,high,2024-05-23,11.0,6780.95,2024-05-23,53.0
58,User_58,Unknown,1991.0,2022-01-19,user58@example.com,16742045.0,Other,LA,,Web,Silver,Clothing,high,2024-12-09,5.0,2603.0,2024-12-09,34.0
59,User 59,Unknown,1977.0,2023-07-24,user59@example.com,15821225.0,UK,Sydney,,Social Media,Gold,Sports,low,2024-12-14,10.0,7101.62,2024-12-14,48.0
60,User_60,Unknown,2002.0,2022-08-17,user60@example.com,15838022.0,Other,LA,,mobile,Platinum,Home,high,2024-10-28,6.0,3146.84,2024-10-28,23.0
61,User_61,Unknown,1974.0,2021-06-30,user61@example.com,19588683.0,Other,Sydney,83744.0,mobile,Platinum,Books,Low,2024-11-22,11.0,11270.81,2024-11-22,51.0
62,User 62,Male,1997.0,2023-10-28,user62@example.com,14572069.0,Other,LON,,Web,Bronze,,medium,2025-12-31,10.0,10423.74,2025-12-31,28.0
64,User 64,Male,2000.0,2022-09-19,user64@example.com,13981699.0,USA,Los Angeles,,Social Media,Bronze,Electronics,High,2024-11-17,15.0,9687.41,2024-11-17,25.0
65,用户65,Male,1990.0,2023-09-08,user65@example.com,14604327.0,Canada,LA,,Referral,Silver,Clothing,high,2024-11-15,10.0,8013.809999999999,2024-11-15,35.0
66,用户66,Unknown,1994.0,2023-09-08,user66@example.com,18651569.0,Other,New York City,,Web,Gold,Sports,medium,2024-11-02,8.0,3626.02,2024-11-02,31.0
67,User 67,Unknown,1993.0,2022-05-03,user67@example.com,19258455.0,Other,New York City,28070.0,Referral,Bronze,Home,medium,2024-06-17,10.0,12397.04,2024-06-17,32.0
68,用户68,Unknown,1971.0,2021-05-04,user68@example.com,19381154.0,Other,New York,55017.0,Mobile App,Bronze,Clothing,high,2024-12-30,10.0,5430.92,2024-12-30,54.0
69,User-69,Female,1986.0,2023-11-17,user69@example.com,14039096.0,Other,New York,,,Bronze,Home,High,2024-12-20,16.0,88894.34999999999,2024-12-20,39.0
70,User_70,Male,1998.0,2021-06-21,user70@example.com,19813806.0,Australia,London,0.0,Referral,Gold,Clothing,low,2024-10-26,9.0,8840.69,2024-10-26,27.0
71,User 71,Unknown,1994.0,2022-04-07,user71@example.com,17079716.0,USA,LON,,web,Bronze,,low,2024-09-19,6.0,3017.42,2024-09-19,31.0
72,用户72,Unknown,1976.0,2020-01-20,user72@example.com,13355780.0,Australia,LA,,mobile,Bronze,Electronics,,2024-09-04,14.0,12681.9,2024-09-04,49.0
73,用户73,Male,1977.0,2021-02-03,user73@example.com,18119173.0,Other,纽约,,Mobile App,Platinum,Sports,High,2024-12-11,10.0,4849.09,2024-12-11,48.0
74,User_74,Female,1981.0,2021-12-27,user74@example.com,17706919.0,Other,LON,62921.0,web,Silver,,Medium,2024-12-18,6.0,2869.03,2024-12-18,44.0
75,User-75,Male,1991.0,2020-10-31,user75@example.com,16138509.0,Other,Sydney,,,Gold,Home,,2024-11-11,13.0,9005.96,2024-11-11,34.0
76,User_76,Female,1975.0,2021-09-04,user76@example.com,13533491.0,Other,纽约,,,Silver,Electronics,,2024-11-27,10.0,10533.69,2024-11-27,50.0
77,User-77,Unknown,1974.0,2022-02-12,user77@example.com,14026315.0,USA,纽约,,Web,Silver,Sports,Medium,2024-07-31,3.0,2931.84,2024-07-31,51.0
78,User_78,Unknown,2001.0,2022-05-16,user78@example.com,16495142.0,Other,Los Angeles,,Web,Silver,Clothing,medium,2024-10-12,11.0,12068.14,2024-10-12,24.0
79,User 79,Unknown,1985.0,2021-09-27,user79@example.com,15685465.0,Other,NY,,web,Bronze,Home,Low,2024-08-29,9.0,7306.809999999999,2024-08-29,40.0
80,User-80,Unknown,1988.0,2022-04-10,user80@example.com,19569311.0,Other,LA,89634.0,Referral,Bronze,Clothing,Low,2024-08-23,8.0,8871.24,2024-08-23,37.0
81,User-81,Male,1997.0,2020-01-01,user81@example.com,13579932.0,USA,New York City,0.0,Web,Platinum,Sports,Medium,2024-11-09,12.0,7912.26,2024-11-09,28.0
82,User 82,Male,1992.0,2022-10-09,user82@example.com,14268560.0,Other,Sydney,,,Gold,Electronics,high,2024-11-27,13.0,281205.11,2024-11-27,33.0
83,User-83,Unknown,1970.0,2023-02-15,user83@example.com,13958805.0,Other,New York City,,web,Silver,,Low,2024-11-21,17.0,10531.77,2024-11-21,55.0
84,User_84,Female,1970.0,2021-12-04,user84@example.com,15715070.0,Other,Los Angeles,,mobile,Bronze,Electronics,low,2024-07-30,6.0,2631.36,2024-07-30,55.0
85,User_85,Unknown,1974.0,2023-01-04,user85@example.com,15469130.0,Canada,SYD,0.0,Web,Gold,Home,medium,2024-09-21,8.0,9365.87,2024-09-21,51.0
86,用户86,Unknown,1991.0,2022-12-06,user86@example.com,19966188.0,USA,NY,0.0,Referral,Platinum,Clothing,low,2024-09-02,9.0,5018.2,2024-09-02,34.0
87,User-87,Unknown,1999.0,2021-03-07,user87@example.com,17527617.0,Canada,New York City,,Web,Silver,Electronics,Low,2024-12-17,9.0,9706.61,2024-12-17,26.0
88,User-88,Male,1999.0,2021-06-05,user88@example.com,16566881.0,USA,London,,,Bronze,,Low,2024-10-16,7.0,6229.47,2024-10-16,26.0
89,用户89,Female,1974.0,2023-04-18,user89@example.com,13993849.0,USA,NY,,,Silver,Electronics,,2024-06-11,9.0,7696.23,2024-06-11,51.0
90,User-90,Male,1979.0,2022-02-07,user90@example.com,19583489.0,Other,New York City,,mobile,Bronze,Home,High,2024-11-14,13.0,13015.45,2024-11-14,46.0
91,User_91,Male,1974.0,2020-12-01,,18153839.0,Other,纽约,,Referral,Platinum,Home,Medium,2024-12-29,11.0,310913.51,2024-12-29,51.0
92,User 92,Female,1997.0,2021-11-20,user92@example.com,14591851.0,Other,SYD,21938.0,mobile,Silver,Home,low,2024-10-10,14.0,10857.08,2024-10-10,28.0
93,User_93,Female,2002.0,2023-07-15,user93@example.com,19906732.0,Other,SYD,,web,Bronze,Electronics,Medium,2024-12-21,13.0,12695.023311462355,2024-12-21,23.0
94,User 94,Unknown,,2022-12-02,user94@example.com,14674913.0,Other,Los Angeles,,Web,Bronze,Books,high,2024-11-22,9.0,4768.53,2024-11-22,
95,User_95,Unknown,1998.0,2023-08-18,user95@example.com,16965107.0,Other,New York,,Web,Silver,Sports,low,2024-08-06,11.0,8838.4,2024-08-06,27.0
96,User 96,Male,2004.0,2021-08-27,user96@example.com,13899967.0,Australia,LON,,Web,Bronze,Electronics,Medium,2024-06-24,11.0,9063.82,2024-06-24,21.0
97,User 97,Unknown,1995.0,2021-09-08,user97@example.com,17179306.0,USA,Sydney,30358.0,web,Platinum,Home,High,2024-07-31,7.0,3750.86,2024-07-31,30.0
98,User 98,Male,1973.0,2023-01-03,user98@example.com,18006745.0,Australia,New York City,10412.0,Mobile App,Platinum,Books,,2024-12-15,11.0,8163.65,2024-12-15,52.0
99,User-99,Unknown,1994.0,2022-01-30,user99@example.com,15768164.0,Other,LON,54425.0,Referral,Platinum,,High,2024-10-17,9.0,5143.02,2024-10-17,31.0
100,User_100,Unknown,1978.0,2023-01-27,user100@example.com,14913786.0,Canada,Los Angeles,95999.0,mobile,Silver,Sports,medium,2024-08-07,4.0,2019.83,2024-08-07,47.0
101,User 101,Male,1987.0,2023-04-28,user101@example.com,13957806.0,Canada,SYD,,web,Gold,Electronics,low,2024-12-17,8.0,5987.46,2024-12-17,38.0
102,用户102,Male,1981.0,2020-10-05,user102@example.com,16684766.0,UK,Sydney,0.0,Social Media,Silver,Home,low,2024-12-11,10.0,7284.96,2024-12-11,44.0
103,User_103,Unknown,1999.0,2021-12-29,user103@example.com,15729787.0,Other,London,,Social Media,Gold,Home,Low,2024-07-19,8.0,7057.44,2024-07-19,26.0
104,User_104,Unknown,1982.0,2020-06-25,user104@example.com,19988186.0,Other,Sydney,,mobile,Silver,Clothing,high,2024-12-02,9.0,7674.049999999999,2024-12-02,43.0
105,用户105,Female,1981.0,2020-03-16,user105@example.com,17448400.0,Other,LA,79896.0,Social Media,Bronze,Clothing,Medium,2024-07-03,6.0,9167.08,2024-07-03,44.0
106,User_106,Male,1976.0,2023-10-22,user106@example.com,16835946.0,Other,Sydney,18335.0,mobile,Silver,Sports,Medium,2024-12-17,11.0,7643.53,2024-12-17,49.0
107,User_107,Male,1974.0,2022-11-14,user107@example.com,13985491.0,Other,LA,0.0,Referral,Bronze,,,2024-08-25,13.0,7904.67,2024-08-25,51.0
108,User 108,Unknown,1990.0,2023-03-20,user108@example.com,17834636.0,Canada,SYD,,Referral,Bronze,Books,medium,2024-10-27,11.0,5470.889999999999,2024-10-27,35.0
109,User_109,Male,1983.0,2023-03-02,user109@example.com,15225729.0,UK,LA,33714.0,mobile,Silver,Home,Low,2024-11-05,10.0,837342.64,2024-11-05,42.0
110,User 110,Unknown,1992.0,2021-10-19,user110@example.com,15349010.0,UK,LA,82267.0,Referral,Bronze,Books,medium,2024-12-25,18.0,14348.08,2024-12-25,33.0
111,User-111,Unknown,1978.0,2021-05-06,user111@example.com,13731953.0,Other,New York City,82592.0,Social Media,Platinum,,,2024-12-19,11.0,10760.1,2024-12-19,47.0
113,用户113,Female,1978.0,2020-01-29,user113@example.com,19332540.0,Australia,Sydney,64693.0,mobile,Platinum,,Medium,2024-12-03,9.0,6228.03,2024-12-03,47.0
114,User_114,Male,1988.0,2023-10-20,user114@example.com,,Other,LA,36432.0,web,Bronze,Books,,2024-12-11,9.0,3389.34,2024-12-11,37.0
115,User_115,Male,1991.0,2023-09-12,user115@example.com,17999702.0,Canada,纽约,47080.0,,Silver,Clothing,Low,2024-10-30,10.0,5501.18,2024-10-30,34.0
116,用户116,Unknown,1973.0,2023-12-09,user116@example.com,13698419.0,Other,New York City,44578.0,mobile,Platinum,Electronics,High,2024-03-09,7.0,2612.0,2024-03-09,52.0
117,用户117,Unknown,1996.0,2021-10-14,user117@example.com,18305268.0,Other,New York,0.0,Social Media,Silver,Electronics,,2024-11-04,4.0,2185.7200000000003,2024-11-04,29.0
118,用户118,Unknown,1997.0,2021-03-31,user118@example.com,19377619.0,Canada,New York City,,mobile,Platinum,Home,,2024-12-07,5.0,4650.44,2024-12-07,28.0
119,User-119,Male,1970.0,2023-04-29,user119@example.com,16861504.0,USA,NY,,mobile,Bronze,Home,low,2024-08-03,9.0,4759.4,2024-08-03,55.0
120,User-120,Male,1994.0,2020-02-27,user120@example.com,14161133.0,Australia,London,,mobile,Bronze,Electronics,high,2024-11-19,15.0,8706.28,2024-11-19,31.0
121,用户121,Male,2001.0,2022-03-25,user121@example.com,14722852.0,Other,New York City,30559.0,Mobile App,Silver,Home,low,2024-10-04,7.0,2818.03,2024-10-04,24.0
122,User_122,Unknown,1990.0,2020-07-21,user122@example.com,,Australia,New York City,,Referral,Silver,,High,2024-12-03,18.0,15707.57,2024-12-03,35.0
123,User_123,Unknown,2004.0,2023-06-10,user123@example.com,19587190.0,Other,Los Angeles,,Mobile App,Bronze,,low,2024-11-27,10.0,7695.52,2024-11-27,21.0
124,User-124,Unknown,1983.0,2023-10-28,user124@example.com,14424486.0,Canada,NY,,Social Media,Gold,,high,2024-12-04,15.0,12133.71,2024-12-04,42.0
125,User 125,Female,1985.0,2022-08-28,user125@example.com,17709120.0,USA,LON,88859.0,Social Media,Silver,Books,,2024-12-08,13.0,10579.02,2024-12-08,40.0
126,用户126,Unknown,1979.0,2021-10-29,user126@example.com,16578575.0,Other,London,,,Silver,Clothing,High,2024-12-11,14.0,9518.51,2024-12-11,46.0
127,User 127,Male,1997.0,2021-11-28,user127@example.com,19754719.0,Other,Sydney,41921.0,,Silver,Sports,Medium,2024-08-25,14.0,8054.64,2024-08-25,28.0
128,User-128,Unknown,1997.0,2021-05-16,user128@example.com,13405835.0,USA,Sydney,,Mobile App,Bronze,Sports,medium,2024-11-19,9.0,6001.450000000001,2024-11-19,28.0
129,User-129,Male,2002.0,2022-01-21,user129@example.com,17603779.0,Australia,New York,92844.0,Web,Bronze,,,2024-11-24,7.0,2465.99,2024-11-24,23.0
130,User-130,Male,1982.0,2023-06-30,user130@example.com,18578714.0,Other,LON,0.0,,Bronze,Home,low,2024-09-22,11.0,8830.75,2024-09-22,43.0
131,User 131,Female,1987.0,2022-06-01,user131@example.com,,Canada,LA,,Referral,Gold,Home,medium,2024-12-23,9.0,7649.25,2024-12-23,38.0
132,User_132,Female,1974.0,2022-04-03,user132@example.com,17491009.0,Other,London,,Mobile App,Gold,Home,medium,2023-08-17,6.0,4627.47,2023-08-17,51.0
133,User-133,Unknown,1974.0,2021-01-08,user133@example.com,14182015.0,UK,New York,37712.0,Referral,Platinum,Clothing,Medium,2024-10-05,9.0,6742.62,2024-10-05,51.0
134,User_134,Unknown,1987.0,2020-08-11,user134@example.com,,USA,London,0.0,Social Media,Silver,Books,High,2024-12-10,10.0,13838.41,2024-12-10,38.0
135,User-135,Unknown,1995.0,2020-03-03,,,Australia,SYD,72680.0,Mobile App,Silver,Books,High,2024-09-01,15.0,9018.99,2024-09-01,30.0
136,用户136,Female,1991.0,2020-04-14,user136@example.com,19885000.0,Other,New York,18702.0,Web,Gold,,High,2024-12-20,9.0,6720.9,2024-12-20,34.0
137,User-137,Male,1970.0,2022-04-02,user137@example.com,17049175.0,Other,London,,web,Silver,Sports,,2024-09-20,7.0,5519.74,2024-09-20,55.0
138,User_138,Male,1997.0,2022-02-09,user138@example.com,19446989.0,Other,SYD,,,Bronze,Sports,low,2024-12-27,11.0,10314.73,2024-12-27,28.0
139,用户139,Female,1992.0,2020-03-23,user139@example.com,18645809.0,Other,Sydney,,Mobile App,Platinum,Electronics,medium,2024-10-15,13.0,10306.3,2024-10-15,33.0
140,用户140,Unknown,,2021-04-01,user140@example.com,13848245.0,USA,London,,,Bronze,,Medium,2025-12-31,9.0,475857.38,2025-12-31,
141,User 141,Unknown,1970.0,2021-12-17,user141@example.com,13505780.0,UK,Sydney,,web,Silver,,,2024-12-09,12.0,8801.02,2024-12-09,55.0
142,User 142,Unknown,1970.0,2020-04-04,user142@example.com,17874419.0,Other,Sydney,,Mobile App,Bronze,Home,high,2024-09-12,10.0,6738.19,2024-09-12,55.0
143,用户143,Unknown,1995.0,2021-03-13,user143@example.com,15499865.0,Other,LA,0.0,Social Media,Bronze,Home,high,2024-06-01,12.0,4032.97,2024-06-01,30.0
144,User-144,Female,1972.0,2022-12-13,user144@example.com,16055363.0,Other,Los Angeles,0.0,Web,Platinum,Clothing,Low,2024-10-14,11.0,6937.73,2024-10-14,53.0
145,用户145,Unknown,1974.0,2022-02-05,user145@example.com,17005719.0,USA,New York City,29758.0,web,Gold,Books,high,2024-10-22,11.0,9106.88,2024-10-22,51.0
146,User_146,Unknown,1992.0,2022-05-02,user146@example.com,15062252.0,USA,SYD,0.0,web,Bronze,Clothing,low,2024-10-21,6.0,2278.53,2024-10-21,33.0
147,User 147,Unknown,1971.0,2020-04-12,user147@example.com,13745530.0,Other,New York,91317.0,Social Media,Silver,Home,High,2024-10-20,14.0,8257.67,2024-10-20,54.0
148,用户148,Male,2003.0,2022-03-08,user148@example.com,16057241.0,Other,纽约,35934.0,Social Media,Gold,,low,2024-09-18,10.0,4357.75,2024-09-18,22.0
149,User 149,Unknown,,2020-09-05,user149@example.com,17342331.0,Other,SYD,,,Bronze,Sports,High,2024-10-16,17.0,11628.63,2024-10-16,
150,User_150,Unknown,2002.0,2021-06-25,user150@example.com,16346115.0,Other,London,0.0,Referral,Bronze,Home,High,2024-05-16,6.0,3340.8,2024-05-16,23.0
151,User_151,Female,1986.0,2022-06-18,user151@example.com,14325892.0,UK,Los Angeles,0.0,Referral,Bronze,,Low,2024-10-24,13.0,6539.5,2024-10-24,39.0
152,用户152,Male,1986.0,2022-09-10,user152@example.com,16293832.0,Australia,LA,,mobile,Platinum,Sports,,2024-07-26,8.0,7723.19,2024-07-26,39.0
153,User-153,Female,1971.0,2020-02-12,user153@example.com,15047269.0,USA,SYD,22015.0,Web,Platinum,Sports,medium,2024-11-24,9.0,6873.780000000001,2024-11-24,54.0
154,用户154,Female,1980.0,2023-04-21,user154@example.com,14101760.0,USA,Sydney,,,Bronze,Books,Medium,2024-12-14,12.0,7434.84,2024-12-14,45.0
155,用户155,Unknown,2000.0,2022-06-18,user155@example.com,16737031.0,Other,New York,0.0,web,Silver,Electronics,low,2024-12-01,8.0,48275.54,2024-12-01,25.0
156,用户156,Female,1972.0,2023-05-03,user156@example.com,,Other,Los Angeles,,Mobile App,Gold,,high,2024-12-11,8.0,10153.99,2024-12-11,53.0
157,User 157,Unknown,1998.0,2022-12-10,user157@example.com,19717777.0,Canada,NY,0.0,web,Bronze,Sports,Medium,2024-12-13,7.0,7923.7,2024-12-13,27.0
158,用户158,Male,,2021-08-26,user158@example.com,13046585.0,Other,London,,,Platinum,Clothing,low,2024-10-14,12.0,7093.75,2024-10-14,
159,用户159,Female,1991.0,2021-10-06,user159@example.com,17047981.0,Australia,New York,0.0,Mobile App,Silver,Electronics,medium,2024-11-06,9.0,3998.78,2024-11-06,34.0
160,User 160,Male,1995.0,2023-01-06,,13453593.0,Other,New York City,,Mobile App,Silver,Sports,medium,2024-10-20,9.0,168178.51,2024-10-20,30.0
161,User-161,Female,1978.0,2023-02-18,user161@example.com,15487190.0,Other,Sydney,0.0,mobile,Bronze,Sports,low,2024-12-13,14.0,8443.96,2024-12-13,47.0
162,User-162,Unknown,1999.0,2020-02-17,,14063878.0,Other,New York City,,Mobile App,Platinum,Home,,2024-09-24,14.0,14108.24,2024-09-24,26.0
163,User 163,Unknown,1986.0,2021-12-19,user163@example.com,13252276.0,Other,纽约,,Mobile App,Silver,,Low,2024-10-04,4.0,2871.26,2024-10-04,39.0
164,用户164,Female,1991.0,2020-03-18,user164@example.com,18259150.0,Australia,SYD,54247.0,,Silver,Clothing,,2023-12-10,4.0,3362.33,2023-12-10,34.0
165,User_165,Unknown,1971.0,2021-06-09,user165@example.com,16647809.0,USA,纽约,25034.0,mobile,Platinum,Clothing,high,2024-12-27,11.0,7482.570000000001,2024-12-27,54.0
